question,answer,area
国民党左派の政治家で，南京に日本の傀儡政権を樹立した人物は誰か。,汪兆銘,東アジア
1935年，住民投票によりドイツ編入が決定され，ナチス政権下最初の領土拡大の舞台となった地域はどこか。,ザール地方,ヨーロッパ
1938年３月，ドイツが併合を強行した国はどこか。,オーストリア,ヨーロッパ
1938年９月，ドイツが領土を要求したチェコスロヴァキアの地方はどこか。,ズデーテン地方,ヨーロッパ
ドイツによる領土要求問題に関する，英・独・仏・伊首脳の会談を何というか。,ミュンヘン会談,ヨーロッパ
イギリスの首相ネヴィル＝チェンバレンが，ドイツに対してとり続けた譲歩的な政策を何というか。,宥和政策,ヨーロッパ
ドイツの領土要求に乗じて，イタリアが1939年４月に併合した国はどこか。,アルバニア,ヨーロッパ
1939年，ドイツとソ連との間で締結された条約を何というか。,独ソ不可侵条約,ヨーロッパ
独ソ不可侵条約に基づき，1940年ソ連が正式に併合したのはどこか。,バルト三国,ヨーロッパ
独ソ不可侵条約締結の後，1939年9月1日にドイツが侵攻を開始した国はどこか。,ポーランド,ヨーロッパ
ソ連が領土交換を要求して拒否されたため，1939年11月に宣戦して侵攻した北欧の国はどこか。,フィンランド,ヨーロッパ
第二次世界大戦開始後，ネヴィル＝チェンバレンに代わってイギリス首相となったのは誰か。,チャーチル,ヨーロッパ
ドイツ軍によるパリ占領後，フランスに成立した親ドイツ政権を何というか。,ヴィシー政権,ヨーロッパ
第一次世界大戦の際に活躍した軍人で，親ドイツ政権の首班を務めた人物は誰か。,ペタン,ヨーロッパ
ドイツ軍によるパリ占領後，ロンドンに亡命し自由フランス政府を樹立したのは誰か。,ド＝ゴール,ヨーロッパ
ド＝ゴールの呼びかけに応じて，フランス国内で起こったドイツに対する抵抗運動を何というか。,レジスタンス,ヨーロッパ
ナチスに対して，主に東ヨーロッパ方面などで行われた，非正規の組織による遊撃戦・抵抗運動を何というか。,パルチザン,ヨーロッパ
1941年６月に始まった，ドイツとソ連の戦いを何というか。,独ソ戦,ヨーロッパ
ドイツが，政治犯や多くのユダヤ人を移送した施設を何というか。,強制収容所,ヨーロッパ
ポーランド南部に設置され，ユダヤ人絶滅政策の中心となった強制収容所はどこか。,アウシュヴィッツ,ヨーロッパ
アメリカがファシズム諸国との戦いのため，イギリスやソ連に対して武器や軍需品を提供した法律を何というか。,武器貸与法,ヨーロッパ
内戦終結後は独裁体制をとり，第二次世界大戦勃発後は参戦を回避し続けた西欧の国はどこか。,スペイン,ヨーロッパ
第二次世界大戦において，日本と連合軍の戦争を何というか。,太平洋戦争,東アジア
連合国に対し，日本・ドイツ・イタリアなどの陣営を何と呼ぶか。,枢軸国,東アジア
日本軍が，1940年９月フランスの降伏を機に北部に進駐し，さらに1941年７月に資源調達を目指して南部に進駐した地域はどこか。,フランス領インドシナ,東南アジア
1940年９月に成立した，日本・ドイツ・イタリア間の軍事同盟を何というか。,日独伊三国同盟,東アジア
1941年，日本とソ連との間で相互不可侵を決めた条約は何か。,日ソ中立条約,東アジア
日本の南方進出に対するアメリカ・イギリス・オランダの対日石油輸出禁止措置に中国を加えた状況を，日本の軍部は何と呼んだか。,ＡＢＣＤ包囲陣,東アジア
1941年12月８日に日本軍が最初に上陸し，その後占領した東南アジアの地域はどこか。,マレー半島,東アジア
1941年12月8日，日本軍によるハワイのアメリカ太平洋艦隊への奇襲攻撃を何というか。,真珠湾攻撃,東アジア
アジアの解放を名目に唱えられた，日本を盟主とする東アジア・東南アジアなどの経済・政治・軍事ブロックを何というか。,大東亜共栄圏,東アジア
朝鮮半島の人々に，日本式の氏名を強制した政策を何というか。,創氏改名,東アジア
1942年６月，日本海軍機動部隊の主力が壊滅的打撃を受け，太平洋戦線における転換点となった戦いは何か。,ミッドウェー海戦,東アジア
1942年8月～43年2月，ドイツ軍が敗退し独ソ戦の転換点となった戦いは何か。,スターリングラードの戦い,ヨーロッパ
ムッソリーニの逮捕後に成立し，1943年９月連合国に無条件降伏したイタリアの新政府を何というか。,バドリオ政府,ヨーロッパ
1944年６月に連合軍が上陸したのは北フランスのどこか。,ノルマンディー,ヨーロッパ
住民を巻き込む激しい戦闘の末，1945年６月にアメリカに占領された日本の島はどこか。,沖縄,東アジア
大西洋上会談の際に，米英両首脳によって発表されたもので，民族自決や平和機構の再建などが謳われているものは何か。,大西洋憲章,ヨーロッパ
1943年11月，ローズヴェルト，チャーチル，蔣介石が対日戦の基本方針を討議した会談は何か。,カイロ会談,ヨーロッパ
1943年11～12月，ローズヴェルト，チャーチル，スターリンが，第二戦線問題を討議し，ソ連が対日参戦を約束した会談は何か。,テヘラン会談,ヨーロッパ
1945年2月，ローズヴェルト，チャーチル，スターリンが参加し，戦後ドイツの４国管理やソ連の対日参戦を決定した会議は何か。,ヤルタ会談,ヨーロッパ
1945年7月，日本に無条件降伏を勧告した米・英・中の三国による共同宣言を何というか。,ポツダム宣言,ヨーロッパ
